"time","Are.N","Ace.N","Are.S","Ace.S","S","RelPrice_N","RelLabor_N","Labor.re_N","Price.re_N","Agg.demand.re.tech_N","Profits.re_N","Yre_N","sre_N","Labor.ce_N","Price.ce_N","Agg.demand.ce.tech_N","Profits.ce_N","Yce_N","sce_N","Y_N","RelPrice_S","RelLabor_S","Labor.re_S","Price.re_S","Agg.demand.re.tech_S","Profits.re_S","Yre_S","sre_S","Labor.ce_S","Price.ce_S","Agg.demand.ce.tech_S","Profits.ce_S","Yce_S","sce_S","Y_S","Delta.Temp","Gamma.re.t_N","Gamma.re.t_S","Gamma.ce.t_N","Gamma.ce.t_S","L_N","L_S","Consumption_N","Consumption_S","Utility.Consumer_N","Utility.Consumer_S","CO2.Concentration","Cost.S.Damage","policy.status","Policy.Start.Time","ce.tax_N","RD.subsidy_N","RD.subsidy.GF_N","Tec.subsidy_N","Tec.subsidy.GF_N","ce.tax_S","RD.subsidy_S","Tec.subsidy_S","dS.lag","Budget.function.N","Budget.function.S","Run.ID","Policy.Duration","Budget.N","Budget.S"
2012,195.547920489703,242.611656105378,52.0611808527343,72.5710836304345,1236.1577,1.15545003090497,0.2724203102523,0.214096166225359,1.18679795674138,54.059525160058,0.239051220257776,45.55074,0.345595288184475,0.785903833774641,1.02713049028339,198.441610722751,0.877508802616007,193.2,0.654404711815525,252.501135882809,1.24924387161007,0.134950640925608,0.475617656167142,1.26693921923598,35.2483521982489,0.155868213420656,27.82166,0.269111831485571,3.52438234383286,1.01416484645476,261.194403794492,1.15500165357924,257.5463,0.730888168514429,296.442755992741,1.2352942779744,0.25,0.25,0.25,0.25,1,4,225.003762185171,66.0400349662828,0.995545903965069,0.984824533095643,381.5603,0.997816413490848,0,9.9,0,0,0,0,0,0,0,0,0,0,0,18240,65,-7.83568669416513,28.6830935513127
2017,197.229591861848,246.632458647965,53.0009330003324,75.7193214270444,1221.37350028796,1.16156191690228,0.25978777906429,0.206215509772009,1.19175372848492,52.8450879439217,0.233680978888022,44.3422887471088,0.339432047770963,0.793784490227991,1.02599242549476,203.416373681089,0.899507204417774,198.263036477093,0.660567952229037,256.26146162501,1.26998485834406,0.116362518620128,0.416934523254892,1.28561294609073,32.1515912724671,0.142174336606849,25.0087643954062,0.253572615308561,3.58306547674511,1.01230572761871,276.305391579119,1.22182244156286,272.946585246617,0.746427384691439,308.456982851586,1.40016208983351,0.25,0.25,0.25,0.25,1,4,228.354588454047,68.7165043547621,0.924183710680794,0.914713162514875,396.34449971204,0.997149733175453,0,9.9,0,0,0,0,0,0,0,0,-3.02452521569804,0,0,18240,65,-7.83568669416513,28.6830935513127
2022,198.955568415881,250.682331406239,53.935711208822,78.8956725226487,1205.79510944575,1.13700629973204,4.34077909051263,0.812761399965709,1.17212019687954,230.993859219764,3.06436453640939,181.898863808891,0.945172100728242,0.187238600034291,1.03088276393524,49.1172961383444,0.217196683523759,47.6458602827413,0.0548278992717577,243.356337816226,1.22190957774791,2.27029295955108,2.7768679902766,1.24278349813237,264.967299510191,2.29650338093077,180.797596944524,0.865163475288283,1.2231320097234,1.01708303197274,98.9706059913397,0.437648019693704,97.3082854399568,0.134836524711717,298.993321944521,1.56736103447047,0.25,0.25,0.25,0.25,1,4,212.852232997728,64.8401210088511,0.857604284977891,0.848329698207163,411.922890554246,0.996369069273196,1,9.9,0.3,2,0.48,0.077,0.076,0.3,0.48,0.076,-3.25453252320705,7.99994199393375,24.1804130995729,18240,65,-7.83568669416513,28.6830935513127
2027,203.727817161777,251.007589789078,57.1538356595011,79.398436402169,1207.32670911471,1.12006449522732,4.96873970075306,0.832460443890051,1.1590327302626,238.241229790003,3.16050815439418,189.724284185099,0.950958708875556,0.167539556109949,1.03479106355154,44.2560223194718,0.195700130696704,42.7680754872187,0.0490412911244444,245.624566864899,1.18038649480642,3.09895618195867,3.02414180039158,1.20728264656727,292.834551512431,2.53803219810442,205.688121492191,0.898775380371749,0.975858199608422,1.02278588570708,80.1314007368734,0.354341054058454,78.3462128845044,0.101224619628251,303.561865025834,1.55120554227515,0.25,0.25,0.25,0.25,1,4,214.860616110177,65.7364682064711,0.796115586638682,0.787640600926485,410.391290885288,0.996449245644865,1,9.9,0.3,2,0.48,0.077,0.076,0.3,0.48,0.076,0.3787816944037,6.12690228762492,17.9490706454706,18240,65,-7.83568669416513,28.6830935513127
2032,208.64267818148,251.29936938435,60.5114285630277,79.7783004667233,1210.00611352313,1.10317570481658,5.69680460235682,0.85067505185263,1.1463974169036,245.281392416633,3.25390295179905,197.483631646728,0.955983234981428,0.14932494814737,1.03917935456547,39.7406512954456,0.17573316002846,38.2423410558066,0.0440167650185721,248.152263388708,1.1397310289146,4.24827062983068,3.23784418104044,1.17426131278653,318.48699988366,2.76036504643166,229.997337867198,0.922673841610533,0.762155818959559,1.03029687092472,63.5733924305353,0.281121541327827,61.7039556506429,0.0773261583894671,309.421936577321,1.52279732709421,0.25,0.25,0.25,0.25,1,4,217.113362828463,66.9538899635763,0.739038973066891,0.731343169339842,407.711886476871,0.996587736694408,1,9.9,0.3,2,0.48,0.077,0.076,0.3,0.48,0.076,0.60067026363599,4.3842351219596,12.4481505845402,18240,65,-7.83568669416513,28.6830935513127
2037,213.701166512857,251.561987329446,63.9796049359225,80.0719011813765,1213.68996765495,1.08637085155581,6.54079567076723,0.867387999402156,1.13426625814655,252.128685876465,3.34473914683718,205.167680333052,0.960357694268934,0.132612000597844,1.04408752915466,35.5789706295289,0.157330208123777,34.076616793168,0.0396423057310659,250.949439810998,1.10066329544282,5.81491227157071,3.41305187204148,1.14455493379896,341.643907966339,2.96106874761321,253.123747406207,0.939388997268908,0.586948127958524,1.03987744348146,49.8225975603925,0.220315526412056,47.9119898914133,0.0606110027310918,316.734622242316,1.48343319224052,0.25,0.25,0.25,0.25,1,4,219.618076017495,68.5259799476137,0.6860574750218,0.679115701127111,404.028032345054,0.996774430071242,1,9.9,0.3,2,0.48,0.077,0.076,0.3,0.48,0.076,0.79224195140336,2.77694908810166,7.84129660174647,18240,65,-7.83568669416513,28.6830935513127
2042,218.904688494682,251.799120302653,67.5385501240587,80.3049325637216,1218.22280968961,1.06967535172307,7.51909593401558,0.882616652313171,1.1226831366037,258.806801385983,3.43333102718645,212.77479806271,0.964182564245339,0.117383347686829,1.04955502133917,31.7696009966572,0.140485175607218,30.2695907796439,0.0358174357546613,254.023567131375,1.06352635994089,7.91952613235576,3.55154568296068,1.11854126726552,362.623498372889,3.14290137521764,274.915853012702,0.951255993478241,0.448454317039324,1.05172876704973,38.8286775598705,0.171700412169747,36.9189079697717,0.0487440065217586,325.494433453554,1.43450164297623,0.25,0.25,0.25,0.25,1,4,222.379796911905,70.4440728736192,0.636876876982609,0.630653236655518,399.495190310393,0.996998165363717,1,9.9,0.3,2,0.48,0.077,0.076,0.3,0.48,0.076,0.95287141370667,1.30091302123789,4.10678875868167,18240,65,-7.83568669416513,28.6830935513127
2047,224.255024047697,252.013875197217,71.1758764822738,80.4943530613235,1223.21707205651,1.05310986964278,8.65307317782052,0.896406047941534,1.11168383607527,265.346590544053,3.52008787015741,220.309853507286,0.967545660050557,0.103593952058466,1.05561999571076,28.3038058316581,0.125159429387592,26.8124949760931,0.0324543399494431,257.380021915405,1.02841988844592,10.7127093439745,3.65849062906545,1.09626535639759,382.016648252578,3.31098413240288,295.503379567435,0.959969650493874,0.341509370934555,1.06597059111156,30.2397934375394,0.133720366580799,28.3683186850457,0.0400303495061258,335.606952447104,1.37994207660088,0.25,0.25,0.25,0.25,1,4,225.40149375009,72.6780564867626,0.591224077852222,0.585672252754117,394.500927943486,0.997236900853503,1,9.9,0.3,2,0.48,0.077,0.076,0.3,0.48,0.076,0.999999999999997,-0.0531701074758408,1.12678634223658,18240,65,-7.83568669416513,28.6830935513127
2052,229.754302321365,252.20886254556,74.8843632226653,80.6511444553872,1228.21707205651,1.03669103814127,9.96757300255639,0.908822125025572,1.10129605811168,271.78389206306,3.60548511210856,227.783011231633,0.970522160952605,0.0911778749744282,1.06231848988126,25.16726311509,0.111289637494928,23.6908830589055,0.0294778390473953,261.022501289069,0.995308297884556,14.3818548037923,3.73995333781113,1.0775499082161,400.44530704372,3.47070752958476,315.138647206839,0.966634477990888,0.260046662188868,1.08262928231015,23.6115316839057,0.104410193106231,21.809433819786,0.0333655220091118,346.944519428271,1.3246234983674,0.25,0.25,0.25,0.25,1,4,228.684520490168,75.191182422708,0.548845621898324,0.543912232847229,389.500927943486,0.99746758788707,1,9.9,0.3,2,0.48,0.077,0.076,0.3,0.48,0.076,1.00000000000006,-1.29668200713044,-1.24496995509901,18240,65,-7.83568669416513,28.6830935513127
2057,235.404973089391,252.38626977041,78.6601133824378,80.7824996297079,1233.21707205651,1.02043212533278,11.4914920044548,0.919945511741642,1.09153946211808,278.157505769351,3.6900374715362,235.208516719057,0.973175336100182,0.0800544882583581,1.06968355368281,22.3416922472367,0.0987949631172808,20.8862632040256,0.0268246638998181,264.953383780756,0.964090166367159,19.1590797416154,3.80157824408311,1.06207968844225,418.437710022812,3.62664984529291,334.094684194349,0.97193463561965,0.198421755916893,1.10163937512642,18.5204708621055,0.0818975221522306,16.8117364722736,0.02806536438035,359.375904056994,1.2685901917771,0.25,0.25,0.25,0.25,1,4,232.22902111675,77.9477895396566,0.509506347344739,0.505134898727925,384.500927943486,0.99768977763487,1,9.9,0.3,2,0.48,0.077,0.076,0.3,0.48,0.076,1.00000000000006,-2.44126844899967,-3.14649275940598,18240,65,-7.83568669416513,28.6830935513127
